SUBSTÂNCIA,CÓDIGO GGREM,PMC Sem Imposto
EPLERENONA,596322110002302,18.82
ERDAFITINIBE,514520030036507,45723.47
ERENUMABE,526519080094902,2307.04
ERITROMICINA,522603301161411,28.64
ERITROPOETINA HUMANA RECOMBINANTE,504416060056503,1020.02
ERITROPOIETINA,504413808151417,83.08
ESCINA;POLISSULFATO DE ESCINA SÓDICA;SALICILATO DE DIETILAMÔNIO,504113701165411,26.75
ESCINA;SALICILATO DE DIETILAMÔNIO,501103601171319,16.21
ESILATO DE NINTEDANIBE,504516020020201,11062.87
ESOMEPRAZOL MAGNÉSICO,508017100119904,31.67
ESOMEPRAZOL MAGNÉSICO DI-HIDRATADO;AMOXICILINA TRI-HIDRATADA;CLARITROMICINA,541821100168806,174.32
ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO,541822030179303,67.88
ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO;AMOXICILINA TRI-HIDRATADA;CLARITROMICINA,541821100168906,145.26
ESOMEPRAZOL MAGNÉSIO,531620020086707,48.16
ESOMEPRAZOL SÓDICO,508012080093504,776.63
ESOMEPRAZOL;AMOXICILINA TRI-HIDRATADA;CLARITROMICINA,541814050007507,268.19
ESPIRAMICINA,576719120051517,84.07
ESPIRONOLACTONA,508023003119115,24.5
ESPIRONOLACTONA;FUROSEMIDA,576720090086617,69.22
ESPIRONOLACTONA;HIDROCLOROTIAZIDA,522718010073017,48.72
ESTAVUDINA,506720020081907,48.99
ESTAZOLAM,500205801112313,24.18
ESTOLATO DE ERITROMICINA,500503203132410,40.77
ESTRADIOL,525522080025017,75.72
ESTRADIOL HEMI-HIDRATADO,523703101111412,60.12
ESTRADIOL;ACETATO DE NORETISTERONA,511524030080417,138.09
ESTRIOL,527302702168311,56.82
ESTROGÊNIOS CONJUGADOS,506321040038217,41.21
ESZOPICLONA,508022030152502,65.86
ETABONATO DE LOTEPREDNOL,503100501172311,73.37
ETABONATO DE LOTEPREDNOL;TOBRAMICINA,503101201131314,40.83
ETANERCEPTE,511520100072407,11382.94
ETANOLATO DE DARUNAVIR,514506702113315,2858.25
ETINILESTRADIOL,526112030083406,60.12
ETINILESTRADIOL;ACETATO DE NORETISTERONA,533022100081117,11.9
ETINILESTRADIOL;DROSPIRENONA,523706201117417,76.55
ETODOLACO,501604202113315,54.69
ETONOGESTREL,525522060023617,951.13
ETONOGESTREL;ETINILESTRADIOL,525522070024617,96.9
ETORICOXIBE,525500202114216,61.09
ETOSSUXIMIDA,501604301138413,66.51
ETRAVIRINA,514507601116211,3005.77
EUCALIPTO;MENTOL;CÂNFORA,528720090004707,72.02
EUCALIPTUS GLOBULUS  LABILL,581220030000907,25.7
EVEROLIMO,523717030034704,1890.03
EVOLOCUMABE,544116080003401,1361.16
EXEMESTANO,508021080141904,1202.5
EXENATIDA,505115010021304,620.92
EXTRATO DA SEMENTE DE GLYCINE SOJA (SOJA),540420010011807,86.18
EXTRATO DE AESCULUS HIPPOCASTANUM (CASTANHA-DA-ÍNDIA),521820070001507,24.67
EXTRATO DE GENTIANA LUTEA;EXTRATO DA FOLHA DE ALOE FEROX,520820050000307,364.37
EXTRATO DE GINKGO BILOBA,511420110009407,65.23
EXTRATO DE HEDERA HELIX (HERA),506420050038607,37.23
EXTRATO DE SYMPHYTUM OFFICINALE,528720100006417,57.45
EXTRATO FLUIDO DE CASCA DE LARANJA AMARGA;SALICILATO DE SÓDIO;TINTURA AGONIADA PLUMÉRIA;EXTRATO FLUIDO DE PASSIFLORA ALATA,541815080013703,15.31
EXTRATO FLUIDO DE GUACO (MIKANIA GLOMERATA),557821040001607,16.54
EXTRATO MOLE DE DAVILLA RUGOSA;CLORIDRATO DE LIDOCAINA;EXTRATO MOLE DE ATROPA BELADONA;MENTOL CRISTAL;EXTRATO MOLE DE HAMAMELIS VIRGINIANA,540917100034717,19.63
EXTRATO SECO DE AESCULUS HIPPOCASTANUM L.,506320040033107,41.31
EXTRATO SECO DE HYPERICUM PERFORATUM L,511420030008507,90.17
EXTRATO SECO DE PASSIFLORA,525120030031707,23.43
EXTRATO SECO DE VALERIANA OFFICINALIS L.,517120050013107,79.93
EXTRATOS ALERGÊNICOS DE INSETOS SUGADORES,516501209131417,90.03
EZETIMIBA,525500902116319,186.8
FAMOTIDINA,552923110162805,222.03
FAMPRIDINA,538024050049306,503.92
FANCICLOVIR,504402103119411,490.03
FARICIMABE,529223090028102,3193.98
FATOR DE VON WILLEBRAND,502612020005803,1034.56
FELODIPINO,502315030025303,88.82
FELODIPINO;CANDESARTANA CILEXETILA,502306202113318,132.49
FELODIPINO;SUCCINATO DE METOPROLOL,502312020019805,75.99
FENDIZOATO DE CLOPERASTINA,533801803134311,22.83
FENILBUTAZONA CÁLCICA,533518100030603,12.54
FENITOÍNA,506717060070204,14.64
FENOBARBITAL,513423080032306,10.41
FENOFIBRATO,507740501118111,102.72
FENOFIBRATOS MICROGRÂNULOS A 75%,540915090015303,114.22
FENOL;PROCAÍNA,536121040001207,132.29
FENOXIMETILPENICILINA POTÁSSICA,508010802115313,26.45
FENTANILA,514506801170317,247.51
FERRIPOLIMALTOSE,508017070117704,49.46
FERRIPOLIMALTOSE;ÁCIDO FÓLICO,544222090002517,57.38
FERROCARBONILA,500506004114417,32.57
FINASTERIDA,525501702110315,181.27
FINERENONA,538923040034402,79.95
FLUDROXICORTIDA,504102401173316,103.65
FLUNITRAZEPAM,509018020021918,17.67
FLUOCINOLONA ACETONIDA,531614100076803,108.71
FLUOCINOLONA ACETONIDA;CLORIDRATO DE LIDOCAINA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B,529203901177311,7.98
FLUOCINOLONA ACETONIDA;SULFATO DE NEOMICINA,517101401171413,10.78
FLUOCINOLONA ACETONIDA;TRETINOÍNA;HIDROQUINONA,507739401164116,116.78
FLUORMETOLONA,501002801175410,23.05
FLUOXETINA,523705303137419,75.18
FLURANDRENOLIDA,504102302167318,34.38
FLURANDRENOLIDA;SULFATO DE NEOMICINA,504102303163316,32.75
FLURBIPROFENO,536512030007315,69.89
FLURBIPROFENO SÓDICO,501004101170315,28.84
FLUTAMIDA,504414100051406,166.54
FLUTRIMAZOL,552920020119317,47.67
FONDAPARINUX SÓDICO,505618010042717,57.11
FOSAMPRENAVIR CÁLCICO,510614060051805,343.85
FOSFATO DE CODEÍNA,506703104110414,90.23
FOSFATO DE CODEÍNA HEMI-HIDRATADO,526124020176406,13.52
FOSFATO DE CÁLCIO DIBÁSICO;HIPOFOSFITO DE SÓDIO;PALMITATO DE RETINOL;FOSFATO DE SÓDIO MONOBÁSICO;ÓLEO DE FÍGADO DE BACALHAU;ÓLEO DE SOJA;COLECALCIFEROL,510602405131418,16.85
FOSFATO DE CÁLCIO DIBÁSICO;NITRATO DE TIAMINA;ÁCIDO GAMAMINOBUTÍRICO;CLORIDRATO DE PIRIDOXINA;ÁCIDO GLUTÂMICO;CIANOCOBALAMINA,517701001115417,82.81
FOSFATO DE CÁLCIO TRIBÁSICO;CIANOCOBALAMINA;FLUORETO DE SÓDIO,506320080034907,26.09
FOSFATO DE CÁLCIO TRIBÁSICO;COLECALCIFEROL,531626601111418,31.8
FOSFATO DE OSELTAMIVIR,529205701116315,310.51
FOSFATO DE RUXOLITINIBE,526516020085601,18706.79
FOSFATO DE SITAGLIPTINA,529923110080206,47.98
FOSFATO DE SITAGLIPTINA MONOIDRATADO,525503701111217,68.91
FOSFATO DE SITAGLIPTINA MONOIDRATADO;CLORIDRATO DE METFORMINA,525504504115218,271.57
FOSFATO DE SÓDIO DIBÁSICO HEPTAIDRATADO;FOSFATO DE SÓDIO MONOBÁSICO MONOIDRATADO,514916030009504,705.69
FOSFATO DE SÓDIO MONOBÁSICO;FOSFATO DE SÓDIO DIBÁSICO,539900101137417,10.92
FOSFATO DE TEDIZOLIDA,525519060021213,6643.39
FOSFATO DISSÓDICO DE BETAMETASONA;ACETATO DE BETAMETASONA,533001001157414,22.05
FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA,508014040103904,24.72
FOSFATO DISSÓDICO DE CITIDINA;ACETATO DE HIDROXOCOBALAMINA;TRIFOSFATO TRISSÓDICO DE URIDINA,517700902151415,73.06
FOSFATO DISSÓDICO DE DEXAMETASONA,509521040029217,685.84
FOSFATO DISSÓDICO DE DEXAMETASONA;ACETATO DE DEXAMETASONA,500508001155410,28.46
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE MOXIFLOXACINO,500904801138319,42.07
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE TIAMINA;CLORIDRATO DE LIDOCAINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,533004001158415,14.38
FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,508022020151806,25.28
FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA,520708701171410,8.79
FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA;CLORIDRATO DE FENILEFRINA,500510407139416,31.13
FOSFATO SÓDICO DE PREDNISOLONA,508020070132407,16.66
FOSFOMICINA TROMETAMOL,533801001135411,59.27
FOSTENSAVIR TROMETAMOL,510622040058902,23024.99
FOTEMUSTINA,531300901153318,6209.46
FRANGULA PURSHIANA (DC.) A. GRAY,557823050002207,33.18
FREMANEZUMABE,537520050008907,7186.67
FRUTOSE;DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA;GLICOSE,540922010051117,844.59
FRUTOSE;NICOTINAMIDA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA,533008201151417,18.31
FUMARATO DE CETOTIFENO,507714302138111,52.2
FUMARATO DE CLEMASTINA;ACETATO DE DEXAMETASONA,541819020102405,38.19
FUMARATO DE CLEMASTINA;DEXAMETASONA,541819120113207,40.13
FUMARATO DE DIMETILA,538021070034606,607.97
FUMARATO DE FOMOTEROL DIHIDRATADO,526506703172418,81.83
FUMARATO DE FOMOTEROL DIHIDRATADO;BUDESONIDA,526506806176319,47.2
FUMARATO DE FORMOTEROL,552920110134317,56.45
FUMARATO DE FORMOTEROL DIIDRATADO;BUDESONIDA,511524050081717,131.29
FUMARATO DE FORMOTEROL;BUDESONIDA,502303901177310,174.77
FUMARATO DE FORMOTEROL;DIPROPIONATO DE BECLOMETASONA,508514090011205,168.66
FUMARATO DE RUPATADINA,552919110082817,69.39
FUMARATO DE TENOFOVIR DESOPROXILA,517023060006206,977.74
FUMARATO DE TENOFOVIR DESOPROXILA;LAMIVUDINA,517023070006306,770.92
FUMARATO DE VONOPRAZANA,501120080031407,109.24
"FUMARATO FERROSO;CIANOCOBALAMINA 0,1%;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO;COLECALCIFEROL",543822050064417,52.71
FUMARATO FERROSO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO;COLECALCIFEROL,543822050064217,52.71
FUROATO DE FLUTICASONA,510611301139217,54.64
FUROATO DE MOMETASONA,525515100018404,101.17
FUROATO DE MOMETASONA MONOIDRATADO,525522080024817,101.17
FUROSEMIDA;CLORETO DE POTÁSSIO,517700602115413,21.09
FUSAFUNGINA,531300801175311,51.27
FUSIDATO DE SÓDIO,541123030003304,20.71
GABAPENTINA,511516090063506,66.91
GADODIAMIDA,541613060002004,312.69
GADOTERIDOL,540700202154417,137.23
GADOVERSETAMIDA,524500305152212,3136.37
GALCANEZUMABE,523724020051817,2736.42
GALSULFASE,542413080000002,9233.95
GAMANONACOGUE,501121010033217,812.62
GANCICLOVIR,504402201110417,2020.31
GANGLIOSÍDEO GM1,532800902157217,283.12
GARCINIA CAMBOGIA ROXB.,587520080000107,192.62
GATIFLOXACINO,501005901170318,44.22
GATIFLOXACINO SESQUI-HIDRATADO;ACETATO DE PREDNISOLONA,501006701132313,37.93
GEFITINIB,569922080008104,5525.54
GEFITINIBE,508023050173604,6613.9
GENFIBROZILA,541814030007106,96.92
GESTODENO;ETINILESTRADIOL,523701901110414,54.74
GINKGO BILOBA L.,504920050011307,42.81
GIVOSIRANA SÓDICA,587920100000207,337573.95
GLIBENCLAMIDA,507730201111112,12.87
GLIBENCLAMIDA;CLORIDRATO DE METFORMINA,525405203117418,35.58
GLICAZIDA,532701601116416,25.42
GLICEROFOSFATO DE CÁLCIO;ERGOCALCIFEROL;FOSFATO DE CÁLCIO TRIBÁSICO;CIANOCOBALAMINA;FLUORETO DE SÓDIO,509022050028017,32.61
GLICEROL;CARMELOSE SÓDICA,510422030186907,41.34
GLICINATO DE ALUMÍNIO;ÁCIDO ACETILSALICÍLICO;CARBONATO DE MAGNÉSIO,531618070082403,12.66
GLICINATO DE MAGNÉSIO;CLORIDRATO DE PIRIDOXINA,524820080010807,32.09
GLICINATO DE ZINCO,504120050068007,17.86
GLICINATO FÉRRICO,500512401138414,15.01
GLICLAZIDA,541818070086806,27.19
GLICLAZIDA;CLORIDRATO DE METFORMINA,525418100050005,42.2
GLICONATO DE ZINCO,500212090030305,20.84
GLICONATO DE ZINCO;ÁCIDO ASCÓRBICO,506320070034607,66.97
GLICOSE;CITRATO DE POTÁSSIO;CLORETO DE SÓDIO,517605805136411,15.49
GLIMEPIRIDA,508029102119414,75.55
GLIPIZIDA,522717110062517,43.06
GLUCAGON,526600201150415,201.68
GLYCINE MAX,517320060002507,102.71
GLYCINE MAX (L.) MERR.,552919120097107,66.0
GLYCYRRHIZA GLABRA L.;ÁCIDO ASCÓRBICO;COLECALCIFEROL;MATRICARIA CHAMOMILLA L.,512121090007107,46.46
GOLIMUMABE,541921080008907,5362.13
GONADOTROFINA CORIÔNICA,525212040018003,127.52
GUAIACOL;CÂNFORA (2-BORNANONA);MENTOL;EUCALIPTOL,500511102161416,19.19
GUAIACOL;TERPINA MONOIDRATADA;CÂNFORA (2-BORNANONA);MENTOL;EUCALIPTOL,517701201157415,771.87
GUAIFENESINA,500511101130411,30.97
GUAIFENESINA;SULFATO DE PSEUDOEFEDRINA;MALEATO DE DEXCLORFENIRAMINA,541818090088406,23.16
GUSELCUMABE,514518070034802,14903.95
HARPAGOPHYTUM PROCUMBENS (BURCH.) DC. EX MEISSN.,581220030000807,50.43
HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,501620010023207,83.8
HEDERA HELIX (HERA),504920050011107,41.47
HEDERA HELIX L.,504920070011807,26.69
HEMIFUMARATO DE ALISQUIRENO,541818120095506,26.76
HEMIFUMARATO DE BISOPROLOL,525403005113411,93.34
HEMIFUMARATO DE COBIMETINIBE,529216110026801,23089.2
HEMIFUMARATO DE GILTERITINIBE,540320080003707,136192.84
HEMIFUMARATO DE QUETIAPINA,508015060107606,206.54
HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA,546820020000407,2376.53
HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA;ENTRICITABINA,546820060000807,2753.67
HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA;ENTRICITABINA;BICTEGRAVIR SÓDICO,546820060000707,4317.15
HEMITARTARATO DE ELIGLUSTATE,576720050068817,166823.58
HEMITARTARATO DE EPINEFRINA,504414010049518,282.89
HEMITARTARATO DE RIVASTIGMINA,513423100034306,174.24
HEMITARTARATO DE ZOLPIDEM,508020110137307,78.45
HEPARINA SUÍNA;CUMARINA,501112050018903,63.32
HEPARINA SÓDICA SUÍNA;NICOTINATO DE BENZILA,500209401161417,12.48
HESPERIDINA;CLORIDRATO DE PIPERIDOLATO;ÁCIDO ASCÓRBICO,576720090088017,20.59
HESPERIDINA;DIOSMINA,508014070105804,66.9
HESPERIDINA;DIOSMINA;FLAVONÓIDES EXPRESSOS EM HESPERIDINA,525922010068204,26.07
HEXACETONIDO DE TRIANCINOLONA,501614100015303,23.97
HEXAFLUORETO DE ENXOFRE,540714090002202,498.53
HIALURONATO DE SÓDIO,506720110087407,39.09
HIALURONIDASE;VALERATO DE BETAMETASONA,501602201160313,57.51
HIDROCLOROTIAZIDA,507734601114111,7.85
HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,530421060017605,26.69
HIDROCLOROTIAZIDA;CANDESARTANA CILEXETILA,523715080031506,107.48
HIDROCLOROTIAZIDA;CLORIDRATO DE PROPRANOLOL,531603901117412,12.83
HIDROCLOROTIAZIDA;HEMIFUMARATO DE BISOPROLOL,525401102111411,91.2
HIDROCLOROTIAZIDA;IRBESARTANA,508012120095006,118.48
HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL,541819050109407,47.32
HIDROCLOROTIAZIDA;OLMESARTANA MEDOXOMILA,508014070104904,20.47
HIDROCLOROTIAZIDA;RAMIPRIL,523703001117419,75.51
HIDROCLOROTIAZIDA;SUCCINATO DE METOPROLOL,502315030023803,103.63
HIDROCLOROTIAZIDA;TARTARATO DE METOPROLOL,502315040026303,48.55
HIDROCLOROTIAZIDA;TELMISARTANA,541818070087906,118.27
HIDROCORTISONA,507734701161111,24.82
HIDROGENOTARTARATO DE RIVASTIGMINA,514113070005306,135.51
HIDROQUINONA,507742301167113,44.51
HIDROSMINA,504115070053602,32.73
HIDROXIBENZOATO DE VIMINOL,533800301119413,41.51
HIDROXICOBALAMINA,508022120172004,32.7
HIDROXINAFTOATO DE SALMETEROL,510607104170318,127.53
HIDROXIPROPIL GUAR;MACROGOL;PROPILENOGLICOL,506720030082207,20.29
HIDROXIQUINOLINA;TROLAMINA,500900601177318,13.34
HIDROXIUREIA,541819010100903,313.54
HIDROXIURÉIA,541823110200003,313.54
HIDROXIZINA,508016090112204,37.25
HIDROXOCOBALAMINA,504101701157415,32.7
HIDRÓXIDO DE ALUMÍNIO,504623020091417,27.82
HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO,540415080009207,63.15
HIPOFOSFITO DE SÓDIO;PALMITATO DE RETINOL;COLECALCIFEROL,510602402130410,10.78
HIPROMELOSE,501002701170417,12.08
HPV-16 L1 ;HPV-18 L1,510611010150311,501.64
HUMULUS LUPULUS L.;VALERIANA OFFICINALIS L.,552919110080807,32.2
HYPERICUM PERFORATUM,557819120000407,83.03
HYPERICUM PERFORATUM L.,581220100001407,42.26
IBANDRONATO DE SÓDIO,508020050131007,72.12
IBANDRONATO DE SÓDIO MONOIDRATADO,508020070132907,185.26
IBRUTINIBE,514515110028201,66108.62
IBUPROFENO ARGININA,533801904135427,43.22
IBUPROFENO;ARGININA,533801903139429,17.24
IBUPROFENO;PARACETAMOL,540121020005207,12.53
ILOPROSTA,538902401131318,1730.43
IMIPENÉM MONOIDRATADO,513414120022903,5165.33
IMIQUIMODE,509004702161411,282.29
IMUNOGLOBULINA ANTI-RHO(D),502601901159412,328.3
IMUNOGLOBULINA ANTITETÂNICA,502601501150418,73.95
IMUNOGLOBULINA G,502600502153412,49.89
INCLISIRANA SÓDICA,526523090102702,11796.63
INDAPAMIDA,508016030110606,30.75
INDAPAMIDA;BESILATO DE ANLODIPINO;PERINDOPRIL ARGININA,531320100011507,65.35
INDAPAMIDA;PERINDOPRIL ARGININA,531320040009307,109.83
INDOMETACINA,505609501111317,30.68
INFLIXIMABE,544121040005507,3962.51
INIBIDOR DE C1 ESTERASE DERIVADO DE PLASMA HUMANO,502614070006902,3224.3
INOTERSENA NONADECASSÓDICA,586020030000107,56567.27
INOTUZUMABE OZOGAMICINA,522719060082602,77812.57
INSULINA ASPARTE,526601801151410,144.02
INSULINA DEGLUDECA,526614070007702,813.64
INSULINA DETEMIR,526602102151411,546.42
INSULINA GLARGINA,507617090020007,48.68
INSULINA GLARGINA;LIXISENATIDA,576720040062917,178.98
INSULINA GLULISINA,576720020052217,129.41
INSULINA HUMANA,541818100091607,41.22
INSULINA ISOFANA,541818100092307,175.71
INSULINA LISPRO,507601402153319,138.6
IODETO DE POTÁSSIO,504613050016814,18.9
IODETO DE POTÁSSIO;BENZOATO DE SÓDIO;CLORIDRATO DE OXOMEMAZINA;GUAIFENESINA,538818301138418,35.54
IODETO DE POTÁSSIO;NICOTINAMIDA;SULFATO DE MANGANÊS;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;SULFATO FERROSO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FLUORETO DE SÓDIO;SULFATO DE POTÁSSIO;RUTOSÍDEO;D-PANTENOL;FOSFATO DE CÁLCIO DIBÁSICO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;SULFATO DE MAGNÉSIO;BIOTINA;COLECALCIFEROL,541820030122007,65.11
IODO POVIDONA PVPI,510500501172429,30.07
IODO;SALICILATO DE METILA,541820060130107,14.96
IODO;ÁCIDO BENZÓICO;ÁCIDO SALICÍLICO,505506801171411,32.97
IODO;ÁCIDO SALICÍLICO,533006901172410,16.81
IOEXOL,541612040000503,223.11
IOMEPROL,540715080002302,100.97
ION CITRATO,510412060073504,11.23
ION CITRATO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,510606913131415,2.62
ION CITRATO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO;ÁCIDO ACETILSALICÍLICO,510607304137411,10.83
IOVERSOL,524500416159215,9854.68
IRBESARTANA,529915901110118,135.23
ISOCONAZOL,538915010023217,98.47
ISOTRETINOÍNA,508022070164406,238.83
ITRACONAZOL,508016090112306,48.88
IVACAFTOR,575019010000201,112944.71
IVACAFTOR;TEZACAFTOR,575020070000407,107795.11
IVACAFTOR;TEZACAFTOR;ELEXACAFTOR,575022070000801,132824.5
IVERMECTINA,541818060086003,22.81
IXEQUIZUMABE,507618030020801,7004.89
LACIDIPINO,510604401115317,90.98
LACOSAMIDA,523722080048104,71.29
LACTATO DE CÁLCIO;FOSFATO DE CÁLCIO DIBÁSICO DI-HIDRATADO;SULFATO DE ZINCO MONOIDRATADO;COLECALCIFEROL;CIANOCOBALAMINA,514507301139419,25.75
LACTULOSE,530718120008104,42.42
LAMIVUDINA,510602602131313,249.93
LAMIVUDINA;DOLUTEGRAVIR,510622030058805,2874.5
LAMIVUDINA;FUMARATO DE TENOFOVIR DESOPROXILA,506720060083007,1293.77
LAMOTRIGINA,508012080093004,70.84
LANADELUMABE,501121030038917,51178.39
LANSOPRAZOL,541817050019506,56.47
LANSOPRAZOL;AMOXICILINA TRI-HIDRATADA;CLARITROMICINA,520721702119411,292.48
LANSOPRAZOL;LEVOFLOXACINO HEMI-HIDRATADO;AMOXICILINA TRI-HIDRATADA,525070901111411,267.79
LARONIDASE,576720040061117,2753.51
LATANOPROSTA,552820060069217,163.29
LATANOPROSTENO BUNODE,503121080003102,72.94
LAURILSULFATO DE SÓDIO;SORBITOL,515119120010707,37.54
LEDIPASVIR;SOFOSBUVIR,546818020000102,86084.95
LEFLUNOMIDA,541817100082606,190.04
LENALIDOMIDA,508022090167504,22134.28
LESINURADE,542818030001802,107.65
LETERMOVIR,527322080023517,43397.75
LETROZOL,508022202118110,876.36
LEVEDURA,525404724131410,43.0
LEVETIRACETAM,508021030138206,37.31
LEVOCETIRIZINA,508503706131310,45.39
LEVODROPROPIZINA,508016801137411,33.88
LEVOFLOXACINO HEMI-HIDRATADO,508017104111417,101.04
LEVOFLOXACINO HEMIIDRATADO,508022060163417,81.92
LEVOMALATO DE CABOZANTINIBE,539219010001002,21279.18
LEVOMENTOL;CÂNFORA (2-BORNANONA),528716080004603,167.37
LEVOMENTOL;SALICILATO DE METILA,511700301175317,24.59
LEVOMENTOL;SALICILATO DE METILA;CÂNFORA,511719120001407,3.65
LEVOMETIONINA;BETAÍNA;CITRATO DE COLINA,506417090033803,16.96
LEVONORGESTREL,523706401116414,31.82
LEVONORGESTREL MICRONIZADO;ETINILESTRADIOL,533022100081017,24.1
LEVONORGESTREL;ETINILESTRADIOL,507718901117416,13.06
LEVONORGESTREL;VALERATO DE ESTRADIOL,538912050014113,12.15
LEVOTIROXINA SÓDICA,525418120050803,13.42
LIDOCAÍNA,507738302162117,92.32
LIDOCAÍNA;CLORIDRATO DE LIDOCAINA,505618100044517,23.94
LIDOCAÍNA;HIALURONIDASE;NEOMICINA,501602101174312,20.34
LIDOCAÍNA;POLIDOCANOL,501102102171412,14.03
LIDOCAÍNA;PRILOCAÍNA,506718401167419,22.89
LIDOCAÍNA;SULFATO DE POLIMIXINA B,509002401172310,12.44
LIDOCAÍNA;TETRACAÍNA,506723090098504,24.08
LIDOCAÍNA;ÓXIDO DE ZINCO;ACETATO DE HIDROCORTISONA;SUBACETATO DE ALUMÍNIO,505618080044007,33.82
LIMECICLINA,541820080137107,57.83
LINAGLIPTINA,523721070045904,237.87
LINAGLIPTINA;CLORIDRATO DE METFORMINA,523723020048704,234.73
LINAGLIPTINA;EMPAGLIFLOZINA,504520070021307,122.67
LIPEGFILGRASTIM,537515080006702,5847.02
LIRAGLUTIDA,526602302159211,518.74
LIRAGLUTIDA;INSULINA DEGLUDECA,526618010008705,237.18
LISADO BACTERIANO,508521060013417,88.49
LISADO BACTERIANO DE ESCHERICHIA COLI,501604401116314,135.23
"LISADOS BACTERIANOS (STAPHYLOCOCCUS AUREUS, STREPTOCOCCUS PYOGENES, STREPTOCOCCUS MITIS, STREPTOCOCCUS PNEUMONIAE, KLEBSIELLA PNEUMONIAE, BRANHAMELLA CATARRHALIS, HAEMOPHILUS INFLUENZAE)",501612050014303,45.07
LISINATO DE CETOPROFENO,552922050144803,55.86
LISINATO DE CLONIXINA,541817100083306,16.9
LISINOPRIL,513423050030806,168.59
LISINOPRIL DI-HIDRATADO,507716504110117,39.26
LIXISENATIDA,576720080085017,580.88
LOMUSTINA,505101301114315,45.51
LOPINAVIR;RITONAVIR,506717070070706,1885.5
LORATADINA,507716701137115,31.35
LORATADINA;PSEUDOEFEDRINA,533007003135417,44.14
LORATADINA;SULFATO DE PSEUDOEFEDRINA,541818080088103,26.2
LORAZEPAM,541815030010606,18.52
LORLATINIBE,522720080089407,25949.51
LORNOXICAM,504114105116315,28.31
LOSARTANA POTÁSSICA,525500601116311,80.35
LOSARTANA POTÁSSICA;BESILATO DE ANLODIPINO,541820080141307,29.97
LOSARTANA POTÁSSICA;HIDROCLOROTIAZIDA,525512070015103,31.38
LOXOPROFENO SÓDICO,530401006119315,16.98
LOXOPROFENO SÓDICO DIIDRATADO,552916110065504,16.98
LUBIPROSTONA,501120060030507,11.92
LUMACAFTOR;IVACAFTOR,575019010000101,77682.67
LÃ DE CARNEIRO;ÁCAROS;ANTÍGENOS BACTERIANAS SOB A FORMA DE LISADO;FUNGOS DO AR,516500801353413,90.03
LÃ DE CARNEIRO;ÁCAROS;FUNGOS DE AR;ANTÍGENOS BACTERIANAS SOB A FORMA DE LISADO,516501001334412,90.03
MACROGOL;BICARBONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO,523713040027603,38.18
MAGALDRATO,501103004130418,27.62
MAGALDRATO;DIMETICONA,501103003134411,37.3
MALATO DE SUNITINIBE,522720050087617,8614.81
MALEATO DE ACALABRUTINIBE MONOIDRATADO,502323070036002,35118.26
MALEATO DE BRONFENIRAMINA;CLORIDRATO DE FENILEFRINA,517100702135418,10.15
MALEATO DE CLORFENAMINA;CAFEÍNA;DIPIRONA,525106502112417,17.5
